Title,Link,Abstract
"Managing innovation through co-production in interfirm partnering","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940891681&doi=10.1016%2fj.jbusres.2015.06.006&partnerID=40&md5=f8c564ad31d0e948661d3603cfb468f3","Innovation is a key source of knowledge-based competitive advantage. However, research on how firms' co-production enhances innovation is scarce. Thus, this study not only integrates the three dimensions of social capital and examines these dimensions' separate effects on co-production but also incorporates the roles of absorptive capacity and self-efficacy, analyzing their effect on innovation. This study uses a random sampling method to select 221 firms in Taiwan and employs structural equations modeling to test the relationships. The findings indicate that absorptive capacity and self-efficacy enhance innovation. Co-production positively affects innovation, absorptive capacity, and self-efficacy. The findings also support positive relationships between social capital and co-production. This study contributes to the little research that explores partnership co-production in innovation. © 2015 Elsevier Inc."
"Innovation driven productivity through corporate entrepreneurship [Productividad de la innovación a través del emprendimiento corporativo]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942099062&partnerID=40&md5=3fece1410fdf3ff60f55e2759b4b697c","In this paper, we study the effect of corporate entrepreneurship on innovation productivity of spin-off firms. Results show that spin-off firms, supported by parent firms, with superior absorptive capacity and entrepreneurial orientation are more likely to yield a higher productivity derived from innovation. © 2015, Universia Holding. All rights reserved."
"The effect of technological diversification on organizational performance: An empirical study of S&P 500 manufacturing firms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922334347&doi=10.1016%2fj.techfore.2014.02.014&partnerID=40&md5=4b2d25b5d01b77e5f288ad3dd0d5d56c","Despite the increasing number of studies investigating technological portfolios of firms, the effects of technological diversification on performance remain unclear. This study is an attempt to revisit this topic, with a particular focus on large firms, which tend to have more capabilities to undertake diversified technological projects. In a sample of 165 S&P manufacturing firms with data taken into use in 2008, the results show that large firms can benefit from a diversified technological portfolio with regard to both financial and innovation performances. In addition, the relationship between technological diversity and firm performance is found to be strengthened by firms' internal and external contextual factors, namely absorptive capacity and environmental dynamism. Overall, this study not only proves the importance of technological diversity in large firms, but also provides evidence for the moderating effects of absorptive capacity and environmental dynamism. © 2014 Elsevier Inc."
"Alliances in the financial services sector-exploring its organisational learning mechanisms","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936764808&doi=10.1504%2fIJBEX.2015.070315&partnerID=40&md5=d7805932f782e55392df4ee98ce51e84","The financial services sector is undergoing many changes, including the use of new technologies for offering new services. An alliance can be formed with younger technology start-ups to facilitate the internal innovation process of financial services providers. On the one hand, dealing with new knowledge (e.g., technological) requires an organisational capability (i.e., absorptive capacity) and the financial services provider's social capital also contributes to a successful knowledge acquisition. On the other hand, organisational learning mechanisms are also paramount in acquiring new knowledge during the innovation process since they drive a company's absorptive capacity. This paper will explore the under-researched organisational learning mechanisms during an alliance in the financial services sector. In particular the influences of policy and structural learning mechanisms on the social capital constituents (i.e., social interactions, relationship quality and supplier network ties) should be interesting areas for further exploration and a first measurement construct will be proposed in this conceptual paper. Copyright © 2015 Inderscience Enterprises Ltd."
"Alliances with universities - How firms absorb and apply knowledge","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942320564&doi=10.1504%2fIJKMS.2015.071768&partnerID=40&md5=9977f62b9c7227189d921a4efed75a9e","Expanding on the notion that absorptive capacity is a multidimensional construct, we elaborate on a pivotal component of absorptive capacity, applying external knowledge (AEK), by examining the extent to which certain key internal and external factors are related to AEK. Using survey questionnaire data from senior executives in firms collaborating with university research centres our focus was AEK with respect to advancing new products, new processes, and improvements to existing products and processes. Results show that a more technologically uncertain environment is positively associated with AEK and the firm age is associated with AEK in a curvilinear, inverted U-shape fashion such that as firms mature they apply external knowledge better up to a certain point until diminishing returns come into play. We also found tacit knowledge and explicit knowledge moderate these relationships in different ways. We conclude with implications for future theory development, empirical research, and management practice. Copyright © 2015 Inderscience Enterprises Ltd."
"Toward an integrative research framework for new venture legitimacy judgment formation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85007342492&partnerID=40&md5=7899f45059ba12c6cb2655e306a42770","Legitimacy is a critical resource for new ventures. Yet, our review of the literature indicates that the process through which new venture legitimacy judgments are bestowed by stakeholders is under-theorized. Additionally, the consequences of the legitimacy judgment for the stakeholder have not been adequately incorporated in prior research frameworks. We employ the absorptive capacity construct to address these limitations and propose an integrative research framework that includes the stakeholder in the legitimacy judgment formation process, and paves the way for empirical testing of these underlying processes. � 2015, Small Business Institute. All Right Reserved."
"Absorbing knowledge from supply-chain, industry and science: The distinct moderating role of formal liaison devices on new product development and novelty","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930177342&doi=10.1016%2fj.indmarman.2015.02.036&partnerID=40&md5=04eb10f6fe2884db135cbd70a54cf013","Building on open innovation literature and recent developments within absorptive capacity research, this paper addresses if the use of formal liaison devices by firms differently influences the effects of external knowledge acquisition from suppliers, customers, competitors and universities on new product development and novelty of new products. The results of a survey of 248 Spanish industrial high-tech firms show that whereas the use of these mechanisms positively moderates the relationship between knowledge acquisition from suppliers and competitors and new product development, they negatively moderate the effect of knowledge acquisition from universities and have no effect on knowledge acquired from customers. On the other hand, the use of these devices negatively moderates the relationship between knowledge acquisition from suppliers and novelty of new products, and has no effect on the knowledge acquired from customers, competitors and universities. Moreover, knowledge acquisition from universities has a direct negative effect on novelty. Contribution of these findings to open innovation and absorptive capacity research is discussed. © 2015 Elsevier Inc."
"User development through proactive knowledge transfer","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921354221&doi=10.1108%2fIMDS-07-2014-0202&partnerID=40&md5=c41f3d3b40b5af42df178fe58c3cab2e","Purpose - The purpose of this paper is to elucidate the concept of user development which consists of proactively transferring knowledge to potential users of IT innovations in order to increase the likelihood of innovation adoption and diffusion. Design/methodology/approach - An exploratory approach was adopted using three case organizations representing different sectors. These organizations represent the public, the semi-government, and the private sectors. Findings - The findings show that proactive knowledge transfer builds the requisite absorptive capacity of users to understand, adopt new and complex systems and technologies, and effectively integrate them into their organizations, hence increasing their likelihood of adopting such innovations. The findings also show that effective user development hinges on proper selection of potential users and on goals alignment between the innovating firm and the selected users. Research limitations/implications - The framework could be further refined through more diverse case studies from a broader range of companies. Survey-based investigations are also needed to operationalize the constructs and explore its effects on the performance of the innovating firm. In practice, innovation managers should be more proactive by recognizing the value of knowledge transfer when it comes to expanding and accelerating the adoption and diffusion of their innovations. Originality/value - This paper illustrates the importance of proactive knowledge transfer, especially in situation that call for absorptive capacity building. This paper also opens new opportunities for innovation managers to sell their innovations faster and to a wider market, and perhaps even altering the trajectory of particular innovations. © Emerald Group Publishing Limited."
"Developing a sustainability assessment tool to aid organisational learning in construction SMEs","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84985987208&partnerID=40&md5=1c910f372ba99b67f864e047e32d9ad3","Organisations engage with sustainability for a number of reasons, often implementing standards to demonstrate commitment to sustainability or benchmark performance. However, many scholars discuss sustainability from an operational or administrative perspective, largely neglecting the role of individuals making up the organisation. Central to organisational development are the learning processes of these individuals and how these translate into organisational learning. Although research into organisational learning is abundant, relatively little is known about how construction organisations, particularly those classified as SMEs, undergo learning processes in order to increase their knowledge. Furthermore, organisational learning requires high absorptive capacities (ACAP) and previous research has linked this with successful standard implementation. SMEs are often pressurised by customers to obtain certification to multiple standards, yet often lack the necessary expertise, and financial and time resources to implement these. This research argues that organisational learning is a key limiting factor in successful sustainability standard implementation. Specifically, the development phase of a sustainability self-assessment tool to identify environmental and social aspects most relevant to an organisation's operations is presented. Following this, the tool then enables the level of organisational knowledge held about each of these aspects to be determined such that learning approaches are informed to increase learning and knowledge and hence absorptive capacities. The main components of this assessment tool are presented and rules for its operation and development established. Next steps for the assessment framework and suggestions for its applicability to construction product manufacturers are also offered."
"Customer involvement and service firm internationalization performance: An integrative framework","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925861810&doi=10.1057%2fjibs.2014.57&partnerID=40&md5=097b330ab46049c535e3fc39fb910ea9","To overcome the costs of doing business abroad, researchers have suggested either legitimacy- or efficiency-based solutions. However, both types of solutions still treat host-country customers as external to the theory. We highlight the role of customers in the international professional business service setting and argue that customer involvement is positively related to the perceived internationalization performance of multinational corporations (MNCs). MNCs with managers who perceive higher legitimacy pressures and greater needs for local knowledge tend to undertake greater efforts to build customer involvement. Furthermore, we develop a configuration framework between perceived strategic needs and MNCs' capabilities. Specifically, MNCs that match relational capability with legitimacy needs and absorptive capacity with knowledge needs are more likely to engage in customer involvement. Our survey of 175 Chinese MNCs provides evidence that customer involvement is positively related to perceived internationalization performance. When MNCs' relational capabilities are stronger, the positive relationship between legitimacy pressure and customer involvement increases. By contrast, MNCs with greater perceived market ambiguity improve customer involvement only when they have stronger absorptive capacity. We conclude that MNCs may simultaneously reduce legitimacy and efficiency costs through customer involvement after considering the fit between perceived environmental pressures and firm capabilities. © 2015 Academy of International Business."
"Market-based reforms, synchronization and product innovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952630823&doi=10.1016%2fj.indmarman.2015.04.015&partnerID=40&md5=70a3c0490d399bd85aa9b788658efa65","This paper focuses on the multiple dimensions of market-based reforms and their impacts on firms' product innovation performance in China, the largest emerging country in the world. By analyzing a data set with more than one-half-million observations on firms during China's economic transition during the period 2005-2007, we find that the progress of market-based reforms and the degree to which different dimensions of market-based reforms are conducted simultaneously, referred to as synchronization, have a positive effect on firms' product innovation. We also find that firms with higher absorptive capacity benefit more from market-based reforms and the synchronization of different dimensions of market-based reforms. © 2015 Elsevier Inc."
"From snapshot to continuity: A dynamic model of organizational adaptation to environmental changes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84930383249&doi=10.1016%2fj.scaman.2014.06.003&partnerID=40&md5=1dba3ba2431a0f48e258fbff22ebcefb","Organizational change research has frequently examined organizations' short-term responses to external change. However, such a short-term, linear time perspective fails to explain how firms adapt to changes that manifest themselves repeatedly and over time, such as climate change. We therefore develop a dynamic model of organizational entrainment to environmental changes that emphasizes the importance of a cyclical time perspective for firms' long-term adaptation. This paper responds to prior calls to adopt a time lens perspective to better understand organizational adaptation patterns. We provide an integrative framework on organizational entrainment and absorptive capacity that allows researchers to delineate ""when"" and ""how fast"" organizations adapt to external changes depending on their time perspective. © 2014 Elsevier Ltd."
"External knowledge acquisition and innovation: The role of supply chain network-oriented flexibility and organisational awareness","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938203419&doi=10.1080%2f00207543.2015.1008106&partnerID=40&md5=c199517360140c7f18ed5329501c0191","In today's dynamic business environment, building flexibility into product innovation has become increasingly important. Applying an absorptive capacity lens, this paper develops and empirically tests an integrative model linking external knowledge acquisition (EKA) with supply chain and product innovation flexibilities, and examines the moderating effect of organisational awareness (OA) (a form of individual knowledge base) on these constructs. It is one of a select few papers that explores the effect of both internal capability and external knowledge on innovation flexibility, and discusses both supply chain and human resource development implications. Results indicate that supply chain network flexibility and information spanning flexibility play a mediating role between EKA and product innovation flexibility (PIF), illustrating the importance of flexible supply chain networks and information distribution structures in facilitating the transformation of external knowledge into innovation. The study provides further evidence that strong OA allows firms to leverage external knowledge and supply chain network capability to influence PIF and performance. © 2015 Taylor & Francis."
"Is your open-innovation successful? The mediating role of a firm's organizational and social context","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940718383&doi=10.1080%2f09585192.2014.1003080&partnerID=40&md5=5d9ea9d54adbb4585a254cddbec14062","Open firms are not equally successful. This is because, in order to benefit from external sources of knowledge, firms must be able to absorb such knowledge. The paper outlines a firm's context as a set of organizational and social features, which may be considered absorptive capacity antecedents. It explores the mediating role of such antecedents in the relationship – hitherto insufficiently researched – between the degree of openness and innovative performance. The use of a methodology combining both direct interviews and survey of Italian firms has allowed us to confirm the supposed mediating role. We also identify different modes for companies to open up their innovation process and, for each of them, the antecedents that are consistent with choices regarding the degree of openness. © 2015 Taylor & Francis."
"A patent-based study of the relationships among technological portfolio, ambidextrous innovation, and firm performance","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943180701&doi=10.1080%2f09537325.2015.1061119&partnerID=40&md5=136c39b16f8ceeb6a6a0fc148669960c","Although the issue of ambidextrous innovation (AI) is receiving increasing attention, its antecedents, moderators, and consequences remain largely unexplored. The goals of this study are therefore not only to investigate the performance effects of such innovation, but also to identify the possible antecedents and moderators. This study used a sample of 1595 firm-year observations for manufacturing firms in the S&P 500, spanning the period 2001–2013, to test the proposed hypotheses. The results show that a higher level of AI leads to better performance. A firm with a diversified technological portfolio (TP) is thus likely to achieve higher degrees of AI as well as see better firm performance. The empirical findings also reveal that AI plays a mediating role in the relationship between TP and performance. Furthermore, absorptive capacity is found to strengthen the relationship between TP and AI. © 2015 Taylor & Francis."
"Developing collaboration structures for university-industry interaction and innovations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943568023&doi=10.1108%2fEJIM-05-2013-0044&partnerID=40&md5=181180008b1fbd0f06198d9d8ae16b08","Purpose – The purpose of this paper is to examine the doing, using, and interacting (DUI) of Universities of Applied Sciences (UAS) while developing intra- and inter-collaboration with industry. It also reviews recent literature related to the roles of absorptive capacity (AC) and social capital (SC) in interaction. Design/methodology/approach – A qualitative case research on developing collaborations between UAS and small- and medium-sized enterprises for innovation activities. Findings – Prior knowledge and contacts vary in organisations, and interaction should be supported while aiming to maximise benefits of internal and external resources available for innovation. This paper contributes by pointing out the importance of the interconnection of DUI, AC, and SC while developing collaboration. Originality/value – This paper describes issues challenging the collaborative innovation activities and directions to focus on structural development to support interaction with parties having different backgrounds, goals, and strengths. The study highlights the importance of knowledge exchange with several universities and firms, and the different learning modes related to innovation. © 2015, Emerald Group Publishing Limited."
"The effects of public support schemes on small and medium enterprises","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924106043&doi=10.1016%2fj.technovation.2014.08.002&partnerID=40&md5=dada0151433eaeaba3bd753a12673260","In this paper we will investigate the effects of direct grants and tax incentives on recipient small and medium enterprises (SMEs). Direct grants and tax incentives are two different public instruments used to correct market failure and facilitate innovation through lowering the cost of R&D. Although large and small firms innovate in different ways, so far limited empirical evidence has been reported with respect to the effectiveness of public R&D instruments for SMEs. Our data suggests that direct subsidies used alone or with tax incentives strengthen the R&D orientation of the SME as well as some aspects of innovation output and absorptive capacity. Although the effects of policy measures are significant when comparison is made to firms that did not use any of the two instruments, not much difference is found when users of direct grants are compared to those who used both the grants and the tax incentives. This result indicates the existence of limitations in the use of tax incentives by SMEs, and thus suggests that subsidies may be the primary instrument in SMEs. © 2014 Elsevier Ltd."
"The model of the absorption of innovative technologies in the financial services sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936764439&doi=10.1504%2fIJBEX.2015.070316&partnerID=40&md5=3fa137b992f9c4316f693870e028e641","The considerations contained in the article are based on the assumption that innovative technologies absorption as a way to improve a company's technological potential conditions the value of the company's market offer and becomes one of the key instruments of building its competitiveness. Their absorptive potential, in turn, impacts the level of the effectiveness of undertaken technology transfers. Taking into account the significance of the issue of technology absorption, the article seeks to analyse the subject literature and the results of empirical research with a view to designating framework conditions that need to be provided by companies to be capable of absorbing effectively innovative technologies from the environment, which enables them to succeed on the market. In particular, it is intended to identify the most essential stages in the process of technology absorption, the key constituents of absorptive potential as well as internal and external stimulants that create an environment friendly for the realisation of absorption potential. Copyright © 2015 Inderscience Enterprises Ltd."
"Knowledge flows in MNEs and the role of HRM","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943770754&doi=10.1007%2f978-3-319-15308-7_2&partnerID=40&md5=99cb43ab24244a3259a1deceacc91bd8","This chapter examines knowledge flows in MNEs and reviews relevant literature from the last decade to analyse how the field has developed. It specifically focuses on two key constructs from the international business literature—namely knowledge transfer and absorptive capacity—and links them to the HRM literature. It shows that HRM practices aligned with organisational goals related to knowledge assimilation and sharing are important organisational means enabling MNEs to shape employee’ abilities, motivation and opportunities and to create a culture of knowledge sharing among their organisational members. © Springer International Publishing Switzerland 2015."
"The Role of Deployment Policies in Fostering Innovation for Clean Energy Technologies: Insights From the Solar Photovoltaic Industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931445996&doi=10.1177%2f0007650314558042&partnerID=40&md5=4a5ce244a6f8f6054805fbee53b46a8f","In recent years, governments in a large number of countries have introduced so-called deployment policies to foster the diffusion of clean energy technologies. While there is little doubt that these demand-side measures have been very effective in raising the share of clean electricity generation, currently, much less is known about how deployment policies affect—and are affected by—technological innovation beyond the mere diffusion of existing technologies. Against this backdrop, this dissertation abstract and commentary presents the dissertation work of Dr. Joern Hoppmann. Based on a discussion of deployment policies as a means for addressing pressing societal issues, the dissertation abstract describes four essays that provide a detailed account of the role that these policies play for technological learning in the solar photovoltaic (PV) industry. The theoretical background, methods, and main findings of each of the essays are briefly summarized. Building on this, this abstract discusses implications for managers and policy makers in terms of how to improve the design of deployment policies and navigate businesses in policy-induced markets. © The Author(s) 2014."
"Supply chain relationships as a context for learning leading to innovation","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944315292&doi=10.1108%2fIJLM-09-2012-0089&partnerID=40&md5=60701a42459d2898dd86062ec0b5bbb4","Purpose - The purpose of this paper is to integrate the literature on learning in the context of boundary spanning innovation in supply chains. A two-dimensional framework is proposed: the learning stage (exploration, assimilation, exploitation) and the learning facet (structural, cultural, psychological and policy). Supply chain management (SCM) practices are examined in light of this framework and propositions for further empirical research are developed. Design/methodology/approach - In total, 60 empirical papers from the major journals on supply chain relationships published over an 11-year time span (2000-2010) were systematically analyzed. Findings - The paper reveals a comprehensive set of best practices and identifies four gaps for future research. First, assimilation and exploitation are largely ignored as mediating learning stages between exploration and performance. Second, knowledge brokers and reputation management are key mechanisms that foster assimilation. Third, the iteration from exploitation back to exploration is critical though underdeveloped in efficiency seeking supply chains. Fourth, the literature stresses structural mechanisms of learning, at the expense of a more holistic view of structural, cultural, psychological and policy mechanisms. Research limitations/implications - The search could be extended to other journals that report on joint learning and innovation. Practical implications - The framework provides guidelines for practitioners to develop learning capabilities and leverage the knowledge from supply chain partners in order to continuously or radically improve boundary spanning processes and products. Originality/value - The study is multi-disciplinary; it applies a model developed by learning scholars to the field of SCM. © Emerald Group Publishing Limited."
"External technology acquisition: a double-edged sword","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946161531&doi=10.1080%2f19761597.2015.1010265&partnerID=40&md5=5fe09c1e3b772dc4fe49607312d29c1a","Firms are known to actively utilise external technology acquisition to update and extend their technological knowledge base. Although external technology acquisition has various advantages, it should be considered as a double-edged sword as it also has some inherent negative aspects. This study examines the role of external technology acquisition to investigate whether external technology acquisition is complementary or substitutive to internal R&D activities in creating innovation. The results show that external technology acquisition has an inverted U-shaped relationship with subsequent technology innovation performance, and that is not complementary to internal R&D activities. We thus confirm that external technology acquisition has to be seen as a double-edged sword and that managers need to be aware of the potentially negative effects of strong diversity of the firm's external technology acquisition sources on internal R&D and subsequent innovation performance. © 2015, The Author(s). Published by Taylor & Francis."
"Influences of social capital on knowledge creation: An exploration in the UK built environment sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922466205&doi=10.1080%2f17452007.2013.802981&partnerID=40&md5=79f7876ef3e3373d0f618d61eb751b45","The UK built environment sector faces a number of important challenges such as reducing carbon emissions and cost. New knowledge should be created to develop new practices, competences and capabilities to overcome these challenges. Studies that characterise knowledge creation as a transformation process through the networks of social relationships and intra-organisational teams are needed to understand, and thus improve such processes in project environments. Structural, relational and cognitive dimensions of Social Capital (SC) influence the utilisation of knowledge creation opportunities inherent in project networks. Hence, SC provides the essential infrastructure for knowledge creation. A fresh approach to operationalising the concept of SC through social network analysis and content analysis is thus required. This paper develops and explores the conceptual relationships between knowledge creation and SC in the context of two live building projects. There are two main conclusions. First, structural network indices are indicators of knowledge creation opportunities but they should be considered in conjunction with the relational and cognitive dimensions to determine whether and how opportunities are being utilised. Second, project communication strategies should be designed to enable actors in structurally advantageous positions for knowledge creation to utilise these opportunities. © 2013 Taylor & Francis."
"Factors affecting product innovation performance according to dynamics of environment: Evidence from Korean high-tech enterprises in manufacturing sector","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946240844&doi=10.1504%2fIJTM.2015.068219&partnerID=40&md5=1f0ab0ebfc39af6dd178455f4ed91058","Recently product innovation is essential for high-tech enterprises to achieve the competitive advantages. Therefore, enterprises have to develop the optimal strategy that can effectively and directly increase the product innovation performance (PIP) while considering the changing pace and innovation dynamics of their industries. Although previous research revealed innovation factors that affect product innovation, few research has considered the direct influence of the factors on PIP with considering the differences of the relative importance of the factors according to the product innovation cycle time. The purpose of this paper is to identify the factors directly affecting on PIP and compare the relative importance of the factors in dynamic and non-dynamic environment. To this end, we conducted ordinary least square regression analysis using an empirical data extracted from Korea Innovation Survey 2010. Regression results reveal that some factors are only effective for the dynamic environment while some factors affect both environments."
"Foreign affiliates, technological catch-up, and productivity growth: Evidence from MENA oil and non-oil-producing countries","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959515804&doi=10.1016%2fj.hitech.2015.09.002&partnerID=40&md5=bd75ae402514bae9bc2546e5336b229c","Previous studies on Middle East and North Africa (MENA) countries have not investigated the hypothesis that foreign affiliates yield positive productivity spillovers for host countries. This study contributes to the empirical literature by investigating foreign direct investment (FDI) as a channel of productivity growth in MENA oil and non-oil-producing countries. To illustrate the link between FDI, technological catch-up, and host-country labor productivity growth, we present a simple theoretical model. Using a cross-sectionally correlated and timewise autoregressive (CCTA) model, our panel data regression results show that FDI spillovers are insignificant in oil and non-oil-producing countries during the period 1992-2008, whereas technological catch-up significantly affects labor productivity growth in these countries. Two aspects can explain these results. First, local firms' competitive capabilities in MENA countries are relatively weak. Second, most FDIs to oil and non-oil-producing countries are low-quality FDI, which flows to extractive and natural resource-based sectors. © 2015 Elsevier Inc. All rights reserved."
"Do owners and managers really differ?: An examination of satisfaction with overall firm performance in small and medium-sized enterprises","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939627190&doi=10.5367%2fijei.2015.0190&partnerID=40&md5=4c2f7a409ae26c0a082f0af96ca1a8a9","This study examines the determinants of satisfaction with overall firm performance by owner- and non-owner-managers of SMEs. It is expected that owners of SMEs will develop contracts for non-ownermanagers or monitoring practices that align the interests of agents and principals. As a result of interest alignment, the relationships between entrepreneurial orientation, views on intangible resources, focus on performance metrics and satisfaction with overall financial performance should be similar for owner- and non-owner-managers of SMEs. The study results show differences in risk-taking behaviour and views of resource development between owner-managers and non-owner-managers. However, a strong relationship between short-term performance and overall satisfaction with financial performance existed in the sample of both owner-managers and non-owner-managers."
"Collaborative competitors in a fast-changing technology environment: Open innovation in environmental technology development in the oil and gas industry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927161411&doi=10.1504%2fIJEIM.2015.068424&partnerID=40&md5=7b981ddafe35ac51383237839fa6a3e9","The open innovation model has been the topic of many studies, but studies of applications of the model in resource-based industries are scarce. In this research, we examine the deployment of the open innovation model in resource-based industries through the case of the Canadian oil and gas sector. Our findings show that the need for technical innovation is rapidly increasing as a result of the nature of the new complex fossil fuel reservoirs the industry is now developing. High research and development costs, long development cycles, resistance to change and high technical risk, we find, are obstacles hindering the development of new innovative technologies. In response to these challenges to innovation, the Canadian industry experimented with a unique model of open innovation by establishing an industry-level organisation. In this study, we explore this emerging model of open innovation and interpret its successes and failures through the use of the theoretical literature. The conceptual model that we derive combines strategic bridging organisational concepts with open innovation ideas to help us understand the building of an innovative technologies network at the industry level. Copyright © 2015 Inderscience Enterprises Ltd."
"A new model of knowledge and innovative capability development for small born-global bio-tech firms: Evidence from the east midlands, UK","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927125162&doi=10.1504%2fIJEIM.2015.068421&partnerID=40&md5=8afbc7ab7d8006c00d8f1931729f35aa","In the last two decades, the rapid transformation in information and communication technologies together with the adoption of more liberal structures governing trade as well as the modularisation of production and services has resulted in the proliferation of small born-global bio-tech firms. The firms have an international flair and they rapidly globalise their operations. Their strategic intent is to develop unique innovative capabilities through networking. In science-based industries such as the biotechnology sector the ability to innovate can only occur if a firm is able to both generate and integrate knowledge from inside and outside its boundaries. In that respect, this article employs a multi-case approach to construct a frame of reference for developing innovative capabilities that complement firm-based competences. The main focus is on small born-global bio-tech firms in the East Midlands region of the UK. The newly developed framework is invaluable to researchers, small born-global bio-tech and large bio-pharmaceutical firms. More so, it contributes to the concepts of dynamic capabilities and networking. Copyright ©2015 Inderscience Enterprises Ltd."
"Is organizational innovation always a good thing?","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948403595&doi=10.1177%2f1350507615569429&partnerID=40&md5=fcdbe25d55aba619ff63c8ea2dab5e37","Is organizational innovation always a good thing? When is innovation negative? What are the damaging effects of innovation? In this article, it is argued that innovation has negative impacts on organizational performance when the newly introduced knowledge is not compatible with an organization’s prior knowledge. In this instance, an organization may experience knowledge loss or organizational dysfunctions, such as avoidance, resistance, struggle, alteration, and conversion processes. To avoid the negative impacts of innovation, we suggest that organizations should first recognize the incompatibility between the new knowledge and prior knowledge and then reformulate the newly introduced knowledge. Implications for theory and research are offered as well as suggestions for practice. © 2015, © The Author(s) 2015."
"Catching dynamic capabilities through market-oriented networks","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928883432&doi=10.1504%2fEJIM.2015.069134&partnerID=40&md5=6dac22b1c62e03d6a91e9ece0c546e5c","This paper studies the influence of network market orientation on adaptive, absorptive and innovative dynamic capabilities development in Spanish international new ventures. This research also explores the interrelationship among those dynamic capabilities. Results from the contrast of the proposed structural equation model confirm that network market orientation facilitates the development of dynamic adaptive and absorptive capabilities in international new ventures and that, in turn, these capabilities influence their capacity to develop innovative dynamic capabilities. As a consequence our research extends past research by adopting a relational approach to explain how international new ventures develop dynamic capabilities in foreign markets. Copyright © 2015 Inderscience Enterprises Ltd."
"The learning dynamics of external-internal knowledge and exploitation-exploration: The case of SMEs' learning-capacity building","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959280011&partnerID=40&md5=d674c2ff9699da5a05c7dd157615502b","The research aims to explain the degree of complementarity, interdependency and co-evolution within the process of knowledge integration and learning and over the firm's technological trajectory. In doing so, it searches for the process of capacity building, emphasizing the interaction between knowledge reconfiguration and its orientation. Three bodies of literature frame the analysis. First, from the literature on knowledge management the main problems of coordination regarding knowledge transfer are discussed. Second, publications on both organizational learning and dynamic capability are considered together to enable the firm's learning dynamics to be understood by distinguishing the mechanisms, the processes and methods used by firms to develop common ground in their interpretative system. Lastly, the absorptive capacity construct is examined in terms of the different levels at which the firm approaches external knowledge and develops its learning experience. Accordingly, taking a process and micro view of learning, the analytical approach emphasizes the learning schemes, defined as the vehicles through which the action of mobilizing component knowledge into capabilities and routines occurs. Based on their differences and similarities regarding knowledge source and orientation, these learning schemes define six categories of learning capacity: formative, adaptive, transformative, inventive, created and renewed. The way these learning capacities are developed over time defines the firm's learning trajectory, presenting a functional relationship with its technological trajectory. The research deployed a historical in-depth two-case-study method. The first case is a nursery seedling firm (NSF) within the fruit industry and the second case supplies ingredients for the food industry (ISF). The data was taken from annual review reports and project documents combined with semi-structured interviews with key individuals of the firms. The cases provide evidence of the firms' learning-capacity building and co-evolution of their knowledge-integration and learning system (KILS). The evidence show that what really matters is how firms develop, at a certain point, a simultaneous and complementary interaction among these learning capacities. This process creates what are defined as a 'sense of opportunity' and 'technological flexibility'. Moreover, the evidence reveals that the oscillation between 'path-dependent' and 'path-breaking' changes is not linear along the trajectory. Thus, a rather complementary and iterative dynamic between the six learning capacities throughout the learning trajectory and technological trajectory is exhibited. The contributions of this research are relevant to firms categorized as established engineering-based SMEs within market contexts identified as 'moderately dynamic' with disperse and erratic 'technological opportunities'. Copyright © 2015 by the Pontificia Universidad Javeriana Cali and the University of Brighton."
